Name,Season,Team,Lg,Salary
Mahmoud Abdul-Rauf,1990-91,Denver Nuggets,NBA,1660000
Mahmoud Abdul-Rauf,1991-92,Denver Nuggets,NBA,2008000
Mahmoud Abdul-Rauf,1992-93,Denver Nuggets,NBA,2358000
Mahmoud Abdul-Rauf,1993-94,Denver Nuggets,NBA,1825000
Mahmoud Abdul-Rauf,1994-95,Denver Nuggets,NBA,2200000
Mahmoud Abdul-Rauf,1995-96,Denver Nuggets,NBA,2600000
Mahmoud Abdul-Rauf,1996-97,Sacramento Kings,NBA,3100000
Mahmoud Abdul-Rauf,1997-98,Sacramento Kings,NBA,3300000
Mahmoud Abdul-Rauf,2000-01,Vancouver Grizzlies,NBA,798500
Tariq Abdul-Wahad,1997-98,Sacramento Kings,NBA,1226880
Tariq Abdul-Wahad,1998-99,Sacramento Kings,NBA,1411000
Tariq Abdul-Wahad,1999-00,Denver Nuggets,NBA,1594920
Tariq Abdul-Wahad,2000-01,Denver Nuggets,NBA,4500000
Tariq Abdul-Wahad,2001-02,Denver Nuggets,NBA,5062500
Tariq Abdul-Wahad,2002-03,Dallas Mavericks,NBA,5625000
Tariq Abdul-Wahad,2003-04,Dallas Mavericks,NBA,6187500
Tariq Abdul-Wahad,2004-05,Dallas Mavericks,NBA,6750000
Tariq Abdul-Wahad,2005-06,Dallas Mavericks,NBA,3656250
Tariq Abdul-Wahad,2006-07,Dallas Mavericks,NBA,1968750
Shareef Abdur-Rahim,1996-97,Vancouver Grizzlies,NBA,2186000
Shareef Abdur-Rahim,1999-00,Vancouver Grizzlies,NBA,9000000
Shareef Abdur-Rahim,2000-01,Vancouver Grizzlies,NBA,10130000
Shareef Abdur-Rahim,2001-02,Atlanta Hawks,NBA,11250000
Shareef Abdur-Rahim,2002-03,Atlanta Hawks,NBA,12375000
Shareef Abdur-Rahim,2003-04,Atlanta Hawks,NBA,13500000
Shareef Abdur-Rahim,2004-05,Portland Trail Blazers,NBA,14625000
Shareef Abdur-Rahim,2005-06,Sacramento Kings,NBA,5000000
Shareef Abdur-Rahim,2006-07,Sacramento Kings,NBA,5400000
Shareef Abdur-Rahim,2007-08,Sacramento Kings,NBA,5800000
Shareef Abdur-Rahim,2009-10,Sacramento Kings,NBA,6600000
Alex Acker,2005-06,Detroit Pistons,NBA,398762
Alex Acker,2006-07,Detroit Pistons,NBA,839209
Alex Acker,2008-09,Los Angeles Clippers,NBA,711517
Quincy Acy,2012-13,Toronto Raptors,NBA,665000
Quincy Acy,2013-14,Toronto Raptors,NBA,788872
Quincy Acy,2014-15,New York Knicks,NBA,915243
Quincy Acy,2015-16,Sacramento Kings,NBA,981348
Quincy Acy,2016-17,Sacramento Kings,NBA,1050961
Hassan Adams,2006-07,New Jersey Nets,NBA,412718
Hassan Adams,2008-09,Los Angeles Clippers,NBA,297163
Jordan Adams,2014-15,Memphis Grizzlies,NBA,1344120
Jordan Adams,2015-16,Memphis Grizzlies,NBA,1404600
Jordan Adams,2016-17,Memphis Grizzlies,NBA,1465080
Jordan Adams,2017-18,Memphis Grizzlies,NBA,2410057
Steven Adams,2013-14,Oklahoma City Thunder,NBA,2090880
Steven Adams,2014-15,Oklahoma City Thunder,NBA,2184960
Steven Adams,2015-16,Oklahoma City Thunder,NBA,2279040
Steven Adams,2016-17,Oklahoma City Thunder,NBA,3140517
Jeff Adrien,2010-11,Golden State Warriors,NBA,342666
Jeff Adrien,2011-12,Houston Rockets,NBA,270427
Jeff Adrien,2012-13,Charlotte Bobcats,NBA,804131
Jeff Adrien,2013-14,Charlotte Bobcats,NBA,916099
Jeff Adrien,2014-15,Houston Rockets,NBA,981084
Arron Afflalo,2007-08,Detroit Pistons,NBA,944520
Arron Afflalo,2008-09,Detroit Pistons,NBA,1015440
Arron Afflalo,2009-10,Denver Nuggets,NBA,1086240
Arron Afflalo,2010-11,Denver Nuggets,NBA,1959577
Arron Afflalo,2011-12,Denver Nuggets,NBA,7562500
Arron Afflalo,2012-13,Orlando Magic,NBA,7750000
Arron Afflalo,2013-14,Orlando Magic,NBA,7312500
Arron Afflalo,2014-15,Portland Trail Blazers,NBA,7750000
Arron Afflalo,2015-16,New York Knicks,NBA,8000000
Arron Afflalo,2016-17,New York Knicks,NBA,8000000
Maurice Ager,2006-07,Dallas Mavericks,NBA,906480
Maurice Ager,2007-08,New Jersey Nets,NBA,974400
Maurice Ager,2008-09,New Jersey Nets,NBA,1042440
Maurice Ager,2010-11,Minnesota Timberwolves,NBA,83305
Blake Ahearn,2008-09,San Antonio Spurs,NBA,125562
Alexis Ajinca,2008-09,Charlotte Bobcats,NBA,1276320
Alexis Ajinca,2009-10,Charlotte Bobcats,NBA,1372080
Alexis Ajinca,2010-11,Toronto Raptors,NBA,1467840
Alexis Ajinca,2014-15,New Orleans Pelicans,NBA,981084
Alexis Ajinca,2015-16,New Orleans Pelicans,NBA,4300000
Alexis Ajinca,2016-17,New Orleans Pelicans,NBA,4600000
Alexis Ajinca,2017-18,New Orleans Pelicans,NBA,4900000
Alexis Ajinca,2018-19,New Orleans Pelicans,NBA,5300000
Josh Akognon,2013-14,Memphis Grizzlies,NBA,788872
Solomon Alabi,2010-11,Toronto Raptors,NBA,770000
Solomon Alabi,2011-12,Toronto Raptors,NBA,830000
Furkan Aldemir,2014-15,Philadelphia 76ers,NBA,3000000
Furkan Aldemir,2015-16,Philadelphia 76ers,NBA,3000000
Cole Aldrich,2010-11,Oklahoma City Thunder,NBA,2126520
Cole Aldrich,2011-12,Oklahoma City Thunder,NBA,2286000
Cole Aldrich,2012-13,Sacramento Kings,NBA,2445480
Cole Aldrich,2014-15,New York Knicks,NBA,981084
Cole Aldrich,2015-16,Los Angeles Clippers,NBA,1100600
Cole Aldrich,2016-17,Los Angeles Clippers,NBA,1227290
LaMarcus Aldridge,2006-07,Portland Trail Blazers,NBA,4027320
LaMarcus Aldridge,2007-08,Portland Trail Blazers,NBA,4329360
LaMarcus Aldridge,2008-09,Portland Trail Blazers,NBA,4631400
LaMarcus Aldridge,2009-10,Portland Trail Blazers,NBA,5844827
LaMarcus Aldridge,2010-11,Portland Trail Blazers,NBA,11244000
LaMarcus Aldridge,2011-12,Portland Trail Blazers,NBA,12372000
LaMarcus Aldridge,2012-13,Portland Trail Blazers,NBA,13500000
LaMarcus Aldridge,2013-14,Portland Trail Blazers,NBA,14128000
LaMarcus Aldridge,2014-15,Portland Trail Blazers,NBA,16006000
LaMarcus Aldridge,2015-16,San Antonio Spurs,NBA,19500000
LaMarcus Aldridge,2016-17,San Antonio Spurs,NBA,20500000
LaMarcus Aldridge,2017-18,San Antonio Spurs,NBA,21500000
LaMarcus Aldridge,2018-19,San Antonio Spurs,NBA,22500000
Cliff Alexander,2015-16,Portland Trail Blazers,NBA,525093
Cliff Alexander,2016-17,Portland Trail Blazers,NBA,874636
Cory Alexander,1995-96,San Antonio Spurs,NBA,490000
Cory Alexander,1996-97,San Antonio Spurs,NBA,521000
Cory Alexander,1997-98,San Antonio Spurs,NBA,562380
Cory Alexander,1999-00,Denver Nuggets,NBA,1980000
Cory Alexander,2000-01,Denver Nuggets,NBA,2160000
Cory Alexander,2001-02,Denver Nuggets,NBA,1995741
Cory Alexander,2002-03,Denver Nuggets,NBA,2149259
Cory Alexander,2003-04,Denver Nuggets,NBA,2302778
Courtney Alexander,2000-01,Dallas Mavericks,NBA,1319400
Courtney Alexander,2001-02,Washington Wizards,NBA,1418400
Courtney Alexander,2002-03,New Orleans Hornets,NBA,1517280
Courtney Alexander,2003-04,New Orleans Hornets,NBA,2168193
Courtney Alexander,2004-05,Sacramento Kings,NBA,79029
Joe Alexander,2008-09,Milwaukee Bucks,NBA,2403120
Joe Alexander,2009-10,Chicago Bulls,NBA,2583360
Joe Alexander,2010-11,New Orleans Hornets,NBA,90465
Victor Alexander,1991-92,Golden State Warriors,NBA,750000
Victor Alexander,1992-93,Golden State Warriors,NBA,942000
Victor Alexander,1993-94,Golden State Warriors,NBA,1160000
Victor Alexander,1994-95,Golden State Warriors,NBA,1377500
Victor Alexander,1995-96,Toronto Raptors,NBA,1595000
Victor Alexander,2001-02,Detroit Pistons,NBA,653350
Lavoy Allen,2011-12,Philadelphia 76ers,NBA,473604
Lavoy Allen,2012-13,Philadelphia 76ers,NBA,3000000
Lavoy Allen,2013-14,Philadelphia 76ers,NBA,3060000
Lavoy Allen,2014-15,Indiana Pacers,NBA,948163
Lavoy Allen,2015-16,Indiana Pacers,NBA,3700000
Lavoy Allen,2016-17,Indiana Pacers,NBA,4000000
Lavoy Allen,2017-18,Indiana Pacers,NBA,4300000
Malik Allen,2001-02,Miami Heat,NBA,332817
Malik Allen,2002-03,Miami Heat,NBA,512435
Malik Allen,2003-04,Miami Heat,NBA,1510000
Malik Allen,2004-05,Miami Heat,NBA,1950625
Malik Allen,2005-06,Chicago Bulls,NBA,1670000
Malik Allen,2006-07,Chicago Bulls,NBA,1803600
Malik Allen,2007-08,Dallas Mavericks,NBA,998398
Malik Allen,2008-09,Milwaukee Bucks,NBA,1300000
Malik Allen,2009-10,Denver Nuggets,NBA,1300000
Malik Allen,2010-11,Orlando Magic,NBA,1229255
Ray Allen,1996-97,Milwaukee Bucks,NBA,1785000
Ray Allen,1997-98,Milwaukee Bucks,NBA,2052360
Ray Allen,1998-99,Milwaukee Bucks,NBA,2320000
Ray Allen,1999-00,Milwaukee Bucks,NBA,9000000
Ray Allen,2000-01,Milwaukee Bucks,NBA,10130000
Ray Allen,2001-02,Milwaukee Bucks,NBA,11250000
Ray Allen,2002-03,Milwaukee Bucks,NBA,12375000
Ray Allen,2003-04,Seattle SuperSonics,NBA,13500000
Ray Allen,2004-05,Seattle SuperSonics,NBA,14625000
Ray Allen,2005-06,Seattle SuperSonics,NBA,13223140
Ray Allen,2006-07,Seattle SuperSonics,NBA,14611570
Ray Allen,2007-08,Boston Celtics,NBA,16000000
Ray Allen,2008-09,Boston Celtics,NBA,18388430
Ray Allen,2009-10,Boston Celtics,NBA,18776860
Ray Allen,2010-11,Boston Celtics,NBA,10000000
Ray Allen,2011-12,Boston Celtics,NBA,10000000
Ray Allen,2012-13,Miami Heat,NBA,3090000
Ray Allen,2013-14,Miami Heat,NBA,3229050
Tony Allen,2004-05,Boston Celtics,NBA,901920
Tony Allen,2005-06,Boston Celtics,NBA,969696
Tony Allen,2006-07,Boston Celtics,NBA,1037280
Tony Allen,2007-08,Boston Celtics,NBA,1868141
Tony Allen,2008-09,Boston Celtics,NBA,2500000
Tony Allen,2009-10,Boston Celtics,NBA,2500000
Tony Allen,2010-11,Memphis Grizzlies,NBA,3000000
Tony Allen,2011-12,Memphis Grizzlies,NBA,3150000
Tony Allen,2012-13,Memphis Grizzlies,NBA,3300000
Tony Allen,2013-14,Memphis Grizzlies,NBA,4494382
Tony Allen,2014-15,Memphis Grizzlies,NBA,4831461
Tony Allen,2015-16,Memphis Grizzlies,NBA,5168539
Tony Allen,2016-17,Memphis Grizzlies,NBA,5505618
Morris Almond,2007-08,Utah Jazz,NBA,1005960
Morris Almond,2008-09,Utah Jazz,NBA,1081440
Rafer Alston,1999-00,Milwaukee Bucks,NBA,301875
Rafer Alston,2000-01,Milwaukee Bucks,NBA,423500
Rafer Alston,2001-02,Milwaukee Bucks,NBA,625000
Rafer Alston,2002-03,Toronto Raptors,NBA,37344
Rafer Alston,2003-04,Miami Heat,NBA,688679
Rafer Alston,2004-05,Toronto Raptors,NBA,3500000
Rafer Alston,2005-06,Houston Rockets,NBA,3850000
Rafer Alston,2006-07,Houston Rockets,NBA,4200000
Rafer Alston,2007-08,Houston Rockets,NBA,4550000
Rafer Alston,2008-09,Orlando Magic,NBA,4900000
Rafer Alston,2009-10,New Jersey Nets,NBA,4300000
Rafer Alston,2009-10,Miami Heat,NBA,753133
John Amaechi,1995-96,Cleveland Cavaliers,NBA,200000
John Amaechi,1999-00,Orlando Magic,NBA,385000
John Amaechi,2000-01,Orlando Magic,NBA,600000
John Amaechi,2001-02,Utah Jazz,NBA,2175000
John Amaechi,2002-03,Utah Jazz,NBA,2392500
John Amaechi,2003-04,New York Knicks,NBA,2610000
John Amaechi,2004-05,New York Knicks,NBA,1200000
Al-Farouq Aminu,2010-11,Los Angeles Clippers,NBA,2563320
Al-Farouq Aminu,2011-12,New Orleans Hornets,NBA,2755560
Al-Farouq Aminu,2012-13,New Orleans Hornets,NBA,2947800
Al-Farouq Aminu,2013-14,New Orleans Pelicans,NBA,3700000
Al-Farouq Aminu,2014-15,Dallas Mavericks,NBA,981084
Al-Farouq Aminu,2015-16,Portland Trail Blazers,NBA,7500000
Al-Farouq Aminu,2016-17,Portland Trail Blazers,NBA,7500000
Al-Farouq Aminu,2017-18,Portland Trail Blazers,NBA,7500000
Al-Farouq Aminu,2018-19,Portland Trail Blazers,NBA,7500000
Lou Amundson,2006-07,Philadelphia 76ers,NBA,105696
Lou Amundson,2006-07,Sacramento Kings,NBA,75000
Lou Amundson,2006-07,Utah Jazz,NBA,35232
Lou Amundson,2007-08,Philadelphia 76ers,NBA,687456
Lou Amundson,2008-09,Phoenix Suns,NBA,797581
Lou Amundson,2009-10,Phoenix Suns,NBA,855189
Lou Amundson,2010-11,Golden State Warriors,NBA,2225000
Lou Amundson,2011-12,Indiana Pacers,NBA,2403000
Lou Amundson,2012-13,Minnesota Timberwolves,NBA,1069509
Lou Amundson,2014-15,New York Knicks,NBA,409167
Lou Amundson,2015-16,New York Knicks,NBA,1650000
Chris Andersen,2001-02,Denver Nuggets,NBA,288171
Chris Andersen,2002-03,Denver Nuggets,NBA,512435
Chris Andersen,2003-04,Denver Nuggets,NBA,638679
Chris Andersen,2004-05,New Orleans Hornets,NBA,1600000
Chris Andersen,2005-06,New Orleans/Oklahoma City Hornets,NBA,3500000
Chris Andersen,2008-09,Denver Nuggets,NBA,998398
Chris Andersen,2009-10,Denver Nuggets,NBA,3650000
Chris Andersen,2010-11,Denver Nuggets,NBA,4533300
Chris Andersen,2011-12,Denver Nuggets,NBA,4234000
Chris Andersen,2012-13,Denver Nuggets,NBA,4526000
Chris Andersen,2012-13,Miami Heat,NBA,699952
Chris Andersen,2013-14,Miami Heat,NBA,1399507
Chris Andersen,2014-15,Miami Heat,NBA,5375000
Chris Andersen,2015-16,Miami Heat,NBA,5000000
David Andersen,2009-10,Houston Rockets,NBA,2300000
David Andersen,2010-11,New Orleans Hornets,NBA,2500000
Alan Anderson,2005-06,Charlotte Bobcats,NBA,398762
Alan Anderson,2006-07,Charlotte Bobcats,NBA,102131
Alan Anderson,2012-13,Toronto Raptors,NBA,885120
Alan Anderson,2013-14,Brooklyn Nets,NBA,947907
Alan Anderson,2014-15,Brooklyn Nets,NBA,1276061
Derek Anderson,1997-98,Cleveland Cavaliers,NBA,1107240
Derek Anderson,1998-99,Cleveland Cavaliers,NBA,1273000
Derek Anderson,1999-00,Los Angeles Clippers,NBA,1439400
Derek Anderson,2000-01,San Antonio Spurs,NBA,2250000
Derek Anderson,2001-02,Portland Trail Blazers,NBA,6495000
Derek Anderson,2002-03,Portland Trail Blazers,NBA,7144500
Derek Anderson,2003-04,Portland Trail Blazers,NBA,7794000
Derek Anderson,2004-05,Portland Trail Blazers,NBA,8443500
Derek Anderson,2005-06,Portland Trail Blazers,NBA,9093000
Derek Anderson,2005-06,Houston Rockets,NBA,1670000
Derek Anderson,2006-07,Portland Trail Blazers,NBA,9742500
Derek Anderson,2006-07,Charlotte Bobcats,NBA,901397
Derek Anderson,2006-07,Miami Heat,NBA,400000
Derek Anderson,2007-08,Charlotte Bobcats,NBA,1219590
James Anderson,2010-11,San Antonio Spurs,NBA,1361400
James Anderson,2011-12,San Antonio Spurs,NBA,1463520
James Anderson,2012-13,Houston Rockets,NBA,472427
James Anderson,2012-13,San Antonio Spurs,NBA,145749
James Anderson,2013-14,Philadelphia 76ers,NBA,916099
James Anderson,2015-16,Sacramento Kings,NBA,1015421
James Anderson,2016-17,Sacramento Kings,NBA,1139123
Justin Anderson,2015-16,Dallas Mavericks,NBA,1449000
Justin Anderson,2016-17,Dallas Mavericks,NBA,1514160
Justin Anderson,2017-18,Dallas Mavericks,NBA,1579440
Justin Anderson,2018-19,Dallas Mavericks,NBA,2516048
Kenny Anderson,1991-92,New Jersey Nets,NBA,1828000
Kenny Anderson,1992-93,New Jersey Nets,NBA,2376000
Kenny Anderson,1993-94,New Jersey Nets,NBA,2925000
Kenny Anderson,1994-95,New Jersey Nets,NBA,3463200
Kenny Anderson,1995-96,New Jersey Nets,NBA,3898000
Kenny Anderson,1996-97,Portland Trail Blazers,NBA,4175000
Kenny Anderson,1997-98,Portland Trail Blazers,NBA,5010000
Kenny Anderson,1998-99,Boston Celtics,NBA,5845000
Kenny Anderson,1999-00,Boston Celtics,NBA,6680000
Kenny Anderson,2000-01,Boston Celtics,NBA,7520000
Kenny Anderson,2001-02,Boston Celtics,NBA,8350000
Kenny Anderson,2002-03,Seattle SuperSonics,NBA,9185000
Kenny Anderson,2003-04,Indiana Pacers,NBA,1070000
Kenny Anderson,2004-05,Atlanta Hawks,NBA,1100000
Kyle Anderson,2014-15,San Antonio Spurs,NBA,1093680
Kyle Anderson,2015-16,San Antonio Spurs,NBA,1142879
Kyle Anderson,2016-17,San Antonio Spurs,NBA,1192080
Kyle Anderson,2017-18,San Antonio Spurs,NBA,2151704
Nick Anderson,1990-91,Orlando Magic,NBA,725000
Nick Anderson,1991-92,Orlando Magic,NBA,750000
Nick Anderson,1992-93,Orlando Magic,NBA,800000
Nick Anderson,1993-94,Orlando Magic,NBA,2670000
Nick Anderson,1994-95,Orlando Magic,NBA,3090000
Nick Anderson,1995-96,Orlando Magic,NBA,3200000
Nick Anderson,1996-97,Orlando Magic,NBA,3790000
Nick Anderson,1997-98,Orlando Magic,NBA,4000000
Nick Anderson,1998-99,Orlando Magic,NBA,3200000
Nick Anderson,1999-00,Sacramento Kings,NBA,5051906
Nick Anderson,2000-01,Sacramento Kings,NBA,3750000
Nick Anderson,2001-02,Memphis Grizzlies,NBA,5401906
Nick Anderson,2002-03,Cleveland Cavaliers,NBA,6101906
Ryan Anderson,2008-09,New Jersey Nets,NBA,1225200
Ryan Anderson,2009-10,Orlando Magic,NBA,1317120
Ryan Anderson,2010-11,Orlando Magic,NBA,1409040
Ryan Anderson,2011-12,Orlando Magic,NBA,2244601
Ryan Anderson,2012-13,New Orleans Hornets,NBA,8700000
Ryan Anderson,2013-14,New Orleans Pelicans,NBA,8308500
Ryan Anderson,2014-15,New Orleans Pelicans,NBA,8491500
Ryan Anderson,2015-16,New Orleans Pelicans,NBA,8500000
Shandon Anderson,1996-97,Utah Jazz,NBA,220000
Shandon Anderson,1997-98,Utah Jazz,NBA,1200000
Shandon Anderson,1998-99,Utah Jazz,NBA,1300000
Shandon Anderson,1999-00,Houston Rockets,NBA,2000000
Shandon Anderson,2000-01,Houston Rockets,NBA,2200000
Shandon Anderson,2001-02,New York Knicks,NBA,5500000
Shandon Anderson,2002-03,New York Knicks,NBA,6100000
Shandon Anderson,2003-04,New York Knicks,NBA,6700000
Shandon Anderson,2004-05,New York Knicks,NBA,7300000
Shandon Anderson,2004-05,Miami Heat,NBA,873699
Shandon Anderson,2005-06,New York Knicks,NBA,7900000
Shandon Anderson,2005-06,Miami Heat,NBA,1035000
Shandon Anderson,2006-07,New York Knicks,NBA,7244726
Martynas Andriuskevicius,2005-06,Cleveland Cavaliers,NBA,398762
Martynas Andriuskevicius,2006-07,Chicago Bulls,NBA,664209
Chris Anstey,1997-98,Dallas Mavericks,NBA,713900
Chris Anstey,1998-99,Dallas Mavericks,NBA,985200
Chris Anstey,1999-00,Chicago Bulls,NBA,1113720
Giannis Antetokounmpo,2013-14,Milwaukee Bucks,NBA,1792560
Giannis Antetokounmpo,2014-15,Milwaukee Bucks,NBA,1873200
Giannis Antetokounmpo,2015-16,Milwaukee Bucks,NBA,1953960
Giannis Antetokounmpo,2016-17,Milwaukee Bucks,NBA,2995421
Thanasis Antetokounmpo,2015-16,New York Knicks,NBA,75000
Carmelo Anthony,2003-04,Denver Nuggets,NBA,3229200
Carmelo Anthony,2004-05,Denver Nuggets,NBA,3471360
Carmelo Anthony,2005-06,Denver Nuggets,NBA,3713640
Carmelo Anthony,2006-07,Denver Nuggets,NBA,4694041
Carmelo Anthony,2007-08,Denver Nuggets,NBA,13041250
Carmelo Anthony,2008-09,Denver Nuggets,NBA,14410581
Carmelo Anthony,2009-10,Denver Nuggets,NBA,15779912
Carmelo Anthony,2010-11,New York Knicks,NBA,17149243
Carmelo Anthony,2011-12,New York Knicks,NBA,18518574
Carmelo Anthony,2012-13,New York Knicks,NBA,19450000
Carmelo Anthony,2013-14,New York Knicks,NBA,22407474
Carmelo Anthony,2014-15,New York Knicks,NBA,22458000
Carmelo Anthony,2015-16,New York Knicks,NBA,22875000
Carmelo Anthony,2016-17,New York Knicks,NBA,24559380
Carmelo Anthony,2017-18,New York Knicks,NBA,26243760
Carmelo Anthony,2018-19,New York Knicks,NBA,27928140
Greg Anthony,1991-92,New York Knicks,NBA,865000
Greg Anthony,1992-93,New York Knicks,NBA,1067000
Greg Anthony,1993-94,New York Knicks,NBA,1269000
Greg Anthony,1994-95,New York Knicks,NBA,1471000
Greg Anthony,1995-96,Vancouver Grizzlies,NBA,1673000
Greg Anthony,1996-97,Vancouver Grizzlies,NBA,1875000
Greg Anthony,1997-98,Seattle SuperSonics,NBA,272250
Greg Anthony,1998-99,Portland Trail Blazers,NBA,1000000
Greg Anthony,1999-00,Portland Trail Blazers,NBA,1100000
Greg Anthony,2000-01,Portland Trail Blazers,NBA,3500000
Greg Anthony,2001-02,Chicago Bulls,NBA,3000000
Greg Anthony,2002-03,Chicago Bulls,NBA,1500000
Joel Anthony,2007-08,Miami Heat,NBA,427163
Joel Anthony,2008-09,Miami Heat,NBA,711517
Joel Anthony,2009-10,Miami Heat,NBA,825497
Joel Anthony,2010-11,Miami Heat,NBA,3300000
Joel Anthony,2011-12,Miami Heat,NBA,3600000
Joel Anthony,2012-13,Miami Heat,NBA,3750000
Joel Anthony,2013-14,Miami Heat,NBA,3800000
Joel Anthony,2014-15,Detroit Pistons,NBA,3800000
Joel Anthony,2015-16,Detroit Pistons,NBA,2500000
Joel Anthony,2016-17,Detroit Pistons,NBA,2500000
Pero Antic,2014-15,Atlanta Hawks,NBA,1250000
Keith Appling,2015-16,Orlando Magic,NBA,100000
Rafael Araujo,2004-05,Toronto Raptors,NBA,2082720
Rafael Araujo,2005-06,Toronto Raptors,NBA,2238960
Rafael Araujo,2006-07,Utah Jazz,NBA,2395200
Robert Archibald,2002-03,Memphis Grizzlies,NBA,349458
Robert Archibald,2003-04,Orlando Magic,NBA,563679
Gilbert Arenas,2001-02,Golden State Warriors,NBA,332817
Gilbert Arenas,2002-03,Golden State Warriors,NBA,512435
Gilbert Arenas,2003-04,Washington Wizards,NBA,8536000
Gilbert Arenas,2004-05,Washington Wizards,NBA,9389600
Gilbert Arenas,2005-06,Washington Wizards,NBA,10243200
Gilbert Arenas,2006-07,Washington Wizards,NBA,11096800
Gilbert Arenas,2007-08,Washington Wizards,NBA,11950400
Gilbert Arenas,2008-09,Washington Wizards,NBA,14653466
Gilbert Arenas,2009-10,Washington Wizards,NBA,16192080
Gilbert Arenas,2010-11,Orlando Magic,NBA,17730694
Gilbert Arenas,2011-12,Orlando Magic,NBA,19269307
Gilbert Arenas,2012-13,Orlando Magic,NBA,20807922
Trevor Ariza,2004-05,New York Knicks,NBA,385277
Trevor Ariza,2005-06,New York Knicks,NBA,682051
Trevor Ariza,2006-07,Orlando Magic,NBA,3100000
Trevor Ariza,2007-08,Los Angeles Lakers,NBA,3100000
Trevor Ariza,2008-09,Los Angeles Lakers,NBA,3100000
Trevor Ariza,2009-10,Houston Rockets,NBA,5854000
Trevor Ariza,2010-11,New Orleans Hornets,NBA,6322320
Trevor Ariza,2011-12,New Orleans Hornets,NBA,6790640
Trevor Ariza,2012-13,Washington Wizards,NBA,7258960
Trevor Ariza,2013-14,Washington Wizards,NBA,7727280
Trevor Ariza,2014-15,Houston Rockets,NBA,8579089
Trevor Ariza,2015-16,Houston Rockets,NBA,8193030
Trevor Ariza,2016-17,Houston Rockets,NBA,7806971
Trevor Ariza,2017-18,Houston Rockets,NBA,7420912
B.J. Armstrong,1990-91,Chicago Bulls,NBA,425000
B.J. Armstrong,1991-92,Chicago Bulls,NBA,435000
B.J. Armstrong,1992-93,Chicago Bulls,NBA,540000
B.J. Armstrong,1993-94,Chicago Bulls,NBA,620000
B.J. Armstrong,1994-95,Chicago Bulls,NBA,2800000
B.J. Armstrong,1995-96,Golden State Warriors,NBA,2400000
B.J. Armstrong,1996-97,Golden State Warriors,NBA,2400000
B.J. Armstrong,1997-98,Golden State Warriors,NBA,2600000
B.J. Armstrong,1998-99,Los Angeles Lakers,NBA,2800000
B.J. Armstrong,1998-99,Orlando Magic,NBA,850000
B.J. Armstrong,1999-00,Chicago Bulls,NBA,510000
Brandon Armstrong,2001-02,New Jersey Nets,NBA,865800
Brandon Armstrong,2002-03,New Jersey Nets,NBA,930720
Brandon Armstrong,2003-04,New Jersey Nets,NBA,995650
Darrell Armstrong,1995-96,Orlando Magic,NBA,350000
Darrell Armstrong,1996-97,Orlando Magic,NBA,410000
Darrell Armstrong,1997-98,Orlando Magic,NBA,350000
Darrell Armstrong,1998-99,Orlando Magic,NBA,2900000
Darrell Armstrong,1999-00,Orlando Magic,NBA,4125000
Darrell Armstrong,2000-01,Orlando Magic,NBA,3100000
Darrell Armstrong,2001-02,Orlando Magic,NBA,4005000
Darrell Armstrong,2002-03,Orlando Magic,NBA,4010000
Darrell Armstrong,2003-04,New Orleans Hornets,NBA,2475000
Darrell Armstrong,2004-05,Dallas Mavericks,NBA,2275000
Darrell Armstrong,2005-06,Dallas Mavericks,NBA,1138500
Darrell Armstrong,2006-07,Indiana Pacers,NBA,1178348
Darrell Armstrong,2007-08,New Jersey Nets,NBA,1219590
Hilton Armstrong,2006-07,New Orleans/Oklahoma City Hornets,NBA,1767600
Hilton Armstrong,2007-08,New Orleans Hornets,NBA,1900200
Hilton Armstrong,2008-09,New Orleans Hornets,NBA,2032800
Hilton Armstrong,2009-10,Houston Rockets,NBA,2801198
Hilton Armstrong,2010-11,Atlanta Hawks,NBA,992680
Carlos Arroyo,2001-02,Toronto Raptors,NBA,332817
Carlos Arroyo,2002-03,Utah Jazz,NBA,546000
Carlos Arroyo,2003-04,Utah Jazz,NBA,800000
Carlos Arroyo,2004-05,Utah Jazz,NBA,4000000
Carlos Arroyo,2005-06,Detroit Pistons,NBA,4000000
Carlos Arroyo,2006-07,Orlando Magic,NBA,4100000
Carlos Arroyo,2007-08,Orlando Magic,NBA,4100000
Carlos Arroyo,2009-10,Miami Heat,NBA,1107572
Carlos Arroyo,2010-11,Miami Heat,NBA,1223166
Darrell Arthur,2008-09,Memphis Grizzlies,NBA,977160
Darrell Arthur,2009-10,Memphis Grizzlies,NBA,1050480
Darrell Arthur,2010-11,Memphis Grizzlies,NBA,1123680
Darrell Arthur,2011-12,Memphis Grizzlies,NBA,2027119
Darrell Arthur,2012-13,Memphis Grizzlies,NBA,3006217
Darrell Arthur,2013-14,Denver Nuggets,NBA,3231683
Darrell Arthur,2014-15,Denver Nuggets,NBA,3457149
Darrell Arthur,2015-16,Denver Nuggets,NBA,2814000
Darrell Arthur,2016-17,Denver Nuggets,NBA,2940630
Omer Asik,2010-11,Chicago Bulls,NBA,1721000
Omer Asik,2011-12,Chicago Bulls,NBA,1857500
Omer Asik,2012-13,Houston Rockets,NBA,8374646
Omer Asik,2013-14,Houston Rockets,NBA,8374646
Omer Asik,2014-15,New Orleans Pelicans,NBA,8374646
Omer Asik,2015-16,New Orleans Pelicans,NBA,11000000
