Name,Season,Team,Lg,Salary
Jamal Crawford,2006-07,New York Knicks,NBA,7200000
Jamal Crawford,2007-08,New York Knicks,NBA,7920000
Jamal Crawford,2008-09,Golden State Warriors,NBA,8640000
Jamal Crawford,2009-10,Atlanta Hawks,NBA,9360000
Jamal Crawford,2010-11,Atlanta Hawks,NBA,10800000
Jamal Crawford,2011-12,Portland Trail Blazers,NBA,5000000
Jamal Crawford,2012-13,Los Angeles Clippers,NBA,5000000
Jamal Crawford,2013-14,Los Angeles Clippers,NBA,5225000
Jamal Crawford,2014-15,Los Angeles Clippers,NBA,5450000
Jamal Crawford,2015-16,Los Angeles Clippers,NBA,5675000
Jordan Crawford,2010-11,Washington Wizards,NBA,1042320
Jordan Crawford,2011-12,Washington Wizards,NBA,1120440
Jordan Crawford,2012-13,Boston Celtics,NBA,1198680
Jordan Crawford,2013-14,Boston Celtics,NBA,2162419
Jae Crowder,2012-13,Dallas Mavericks,NBA,600491
Jae Crowder,2013-14,Dallas Mavericks,NBA,788872
Jae Crowder,2014-15,Boston Celtics,NBA,915243
Jae Crowder,2015-16,Boston Celtics,NBA,6000000
Jae Crowder,2016-17,Boston Celtics,NBA,6500000
Jae Crowder,2017-18,Boston Celtics,NBA,7000000
Jae Crowder,2018-19,Boston Celtics,NBA,7500000
Jae Crowder,2019-20,Boston Celtics,NBA,8000000
Dante Cunningham,2009-10,Portland Trail Blazers,NBA,457588
Dante Cunningham,2010-11,Charlotte Bobcats,NBA,762195
Dante Cunningham,2011-12,Memphis Grizzlies,NBA,2000000
Dante Cunningham,2012-13,Minnesota Timberwolves,NBA,2090000
Dante Cunningham,2013-14,Minnesota Timberwolves,NBA,2180000
Dante Cunningham,2014-15,New Orleans Pelicans,NBA,831942
Dante Cunningham,2015-16,New Orleans Pelicans,NBA,3000000
Dante Cunningham,2016-17,New Orleans Pelicans,NBA,3000000
Dante Cunningham,2017-18,New Orleans Pelicans,NBA,3000000
Jared Cunningham,2012-13,Dallas Mavericks,NBA,1156320
Jared Cunningham,2013-14,Atlanta Hawks,NBA,1208400
Jared Cunningham,2015-16,Cleveland Cavaliers,NBA,981348
Seth Curry,2014-15,Orlando Magic,NBA,100000
Seth Curry,2014-15,Phoenix Suns,NBA,48028
Seth Curry,2015-16,Sacramento Kings,NBA,947276
Seth Curry,2016-17,Sacramento Kings,NBA,1015696
Stephen Curry,2009-10,Golden State Warriors,NBA,2710560
Stephen Curry,2010-11,Golden State Warriors,NBA,2913840
Stephen Curry,2011-12,Golden State Warriors,NBA,3117120
Stephen Curry,2012-13,Golden State Warriors,NBA,3958742
Stephen Curry,2013-14,Golden State Warriors,NBA,9887642
Stephen Curry,2014-15,Golden State Warriors,NBA,10629213
Stephen Curry,2015-16,Golden State Warriors,NBA,11370786
Stephen Curry,2016-17,Golden State Warriors,NBA,12112359
Samuel Dalembert,2001-02,Philadelphia 76ers,NBA,771480
Samuel Dalembert,2002-03,Philadelphia 76ers,NBA,691100
Samuel Dalembert,2003-04,Philadelphia 76ers,NBA,887160
Samuel Dalembert,2004-05,Philadelphia 76ers,NBA,1599549
Samuel Dalembert,2005-06,Philadelphia 76ers,NBA,8470000
Samuel Dalembert,2006-07,Philadelphia 76ers,NBA,9464307
Samuel Dalembert,2007-08,Philadelphia 76ers,NBA,10250000
Samuel Dalembert,2008-09,Philadelphia 76ers,NBA,11238564
Samuel Dalembert,2009-10,Philadelphia 76ers,NBA,12025694
Samuel Dalembert,2010-11,Sacramento Kings,NBA,13428129
Samuel Dalembert,2011-12,Houston Rockets,NBA,7000000
Samuel Dalembert,2012-13,Milwaukee Bucks,NBA,6698565
Samuel Dalembert,2013-14,Dallas Mavericks,NBA,3700748
Samuel Dalembert,2014-15,New York Knicks,NBA,3867282
Troy Daniels,2014-15,Charlotte Hornets,NBA,816482
Troy Daniels,2015-16,Charlotte Hornets,NBA,947276
Gigi Datome,2014-15,Boston Celtics,NBA,1750000
Anthony Davis,2012-13,New Orleans Hornets,NBA,5144280
Anthony Davis,2013-14,New Orleans Pelicans,NBA,5375760
Anthony Davis,2014-15,New Orleans Pelicans,NBA,5607240
Anthony Davis,2015-16,New Orleans Pelicans,NBA,7070730
Anthony Davis,2016-17,New Orleans Pelicans,NBA,21000000
Anthony Davis,2017-18,New Orleans Pelicans,NBA,22500000
Anthony Davis,2018-19,New Orleans Pelicans,NBA,24000000
Anthony Davis,2019-20,New Orleans Pelicans,NBA,25000000
Anthony Davis,2020-21,New Orleans Pelicans,NBA,27000000
Ed Davis,2010-11,Toronto Raptors,NBA,1919160
Ed Davis,2011-12,Toronto Raptors,NBA,2063040
Ed Davis,2012-13,Memphis Grizzlies,NBA,2207040
Ed Davis,2013-14,Memphis Grizzlies,NBA,3153860
Ed Davis,2014-15,Los Angeles Lakers,NBA,981084
Ed Davis,2015-16,Portland Trail Blazers,NBA,7000000
Ed Davis,2016-17,Portland Trail Blazers,NBA,7000000
Ed Davis,2017-18,Portland Trail Blazers,NBA,7000000
Glen Davis,2007-08,Boston Celtics,NBA,427163
Glen Davis,2008-09,Boston Celtics,NBA,711517
Glen Davis,2009-10,Boston Celtics,NBA,3000000
Glen Davis,2010-11,Boston Celtics,NBA,3300000
Glen Davis,2011-12,Orlando Magic,NBA,6300000
Glen Davis,2012-13,Orlando Magic,NBA,6400000
Glen Davis,2013-14,Orlando Magic,NBA,6400000
Glen Davis,2014-15,Orlando Magic,NBA,6600000
Glen Davis,2014-15,Los Angeles Clippers,NBA,1227985
Andre Dawkins,2014-15,Boston Celtics,NBA,59686
Branden Dawson,2015-16,Los Angeles Clippers,NBA,525093
Branden Dawson,2016-17,Los Angeles Clippers,NBA,874636
Eric Dawson,2011-12,San Antonio Spurs,NBA,38172
Austin Daye,2009-10,Detroit Pistons,NBA,1677840
Austin Daye,2010-11,Detroit Pistons,NBA,1803720
Austin Daye,2011-12,Detroit Pistons,NBA,1929600
Austin Daye,2012-13,Memphis Grizzlies,NBA,2958077
Austin Daye,2013-14,Toronto Raptors,NBA,947907
Austin Daye,2014-15,San Antonio Spurs,NBA,1063384
Austin Daye,2014-15,Atlanta Hawks,NBA,125104
Nando De Colo,2012-13,San Antonio Spurs,NBA,1400000
Nando De Colo,2013-14,San Antonio Spurs,NBA,1463000
Dewayne Dedmon,2014-15,Orlando Magic,NBA,816482
Dewayne Dedmon,2015-16,Orlando Magic,NBA,947278
Bryce Dejean-Jones,2015-16,New Orleans Pelicans,NBA,50000
Sam Dekker,2015-16,Houston Rockets,NBA,1646400
Sam Dekker,2016-17,Houston Rockets,NBA,1720560
Sam Dekker,2017-18,Houston Rockets,NBA,1794600
Sam Dekker,2018-19,Houston Rockets,NBA,2760095
Carlos Delfino,2004-05,Detroit Pistons,NBA,901920
Carlos Delfino,2005-06,Detroit Pistons,NBA,969696
Carlos Delfino,2006-07,Detroit Pistons,NBA,1037280
Carlos Delfino,2007-08,Toronto Raptors,NBA,1868141
Carlos Delfino,2009-10,Milwaukee Bucks,NBA,3500000
Carlos Delfino,2010-11,Milwaukee Bucks,NBA,3500000
Carlos Delfino,2011-12,Milwaukee Bucks,NBA,3500000
Carlos Delfino,2012-13,Houston Rockets,NBA,3000000
Carlos Delfino,2013-14,Milwaukee Bucks,NBA,3250000
Carlos Delfino,2014-15,Los Angeles Clippers,NBA,650000
Matthew Dellavedova,2014-15,Cleveland Cavaliers,NBA,816482
Matthew Dellavedova,2015-16,Cleveland Cavaliers,NBA,1147280
Luol Deng,2004-05,Chicago Bulls,NBA,2273400
Luol Deng,2005-06,Chicago Bulls,NBA,2443920
Luol Deng,2006-07,Chicago Bulls,NBA,2614440
Luol Deng,2007-08,Chicago Bulls,NBA,3320339
Luol Deng,2008-09,Chicago Bulls,NBA,9385000
Luol Deng,2009-10,Chicago Bulls,NBA,10370425
Luol Deng,2010-11,Chicago Bulls,NBA,11345000
Luol Deng,2011-12,Chicago Bulls,NBA,12325000
Luol Deng,2012-13,Chicago Bulls,NBA,13305000
Luol Deng,2013-14,Chicago Bulls,NBA,14275000
Luol Deng,2014-15,Miami Heat,NBA,9714461
Luol Deng,2015-16,Miami Heat,NBA,10151612
DeMar DeRozan,2009-10,Toronto Raptors,NBA,2282640
DeMar DeRozan,2010-11,Toronto Raptors,NBA,2453880
DeMar DeRozan,2011-12,Toronto Raptors,NBA,2625000
DeMar DeRozan,2012-13,Toronto Raptors,NBA,3344250
DeMar DeRozan,2013-14,Toronto Raptors,NBA,9500000
DeMar DeRozan,2014-15,Toronto Raptors,NBA,9500000
DeMar DeRozan,2015-16,Toronto Raptors,NBA,9500000
DeMar DeRozan,2016-17,Toronto Raptors,NBA,9500000
Boris Diaw,2003-04,Atlanta Hawks,NBA,1021080
Boris Diaw,2004-05,Atlanta Hawks,NBA,1097640
Boris Diaw,2005-06,Phoenix Suns,NBA,1174200
Boris Diaw,2006-07,Phoenix Suns,NBA,1870501
Boris Diaw,2007-08,Phoenix Suns,NBA,9000000
Boris Diaw,2008-09,Charlotte Bobcats,NBA,9000000
Boris Diaw,2009-10,Charlotte Bobcats,NBA,9000000
Boris Diaw,2010-11,Charlotte Bobcats,NBA,9000000
Boris Diaw,2011-12,Charlotte Bobcats,NBA,9000000
Boris Diaw,2012-13,San Antonio Spurs,NBA,4500000
Boris Diaw,2013-14,San Antonio Spurs,NBA,4702500
Boris Diaw,2014-15,San Antonio Spurs,NBA,7500000
Boris Diaw,2015-16,San Antonio Spurs,NBA,7000000
Boris Diaw,2016-17,San Antonio Spurs,NBA,6500000
Boris Diaw,2017-18,San Antonio Spurs,NBA,7000000
Yakhouba Diawara,2006-07,Denver Nuggets,NBA,412718
Yakhouba Diawara,2007-08,Denver Nuggets,NBA,687456
Yakhouba Diawara,2008-09,Miami Heat,NBA,875000
Yakhouba Diawara,2009-10,Miami Heat,NBA,945000
Gorgui Dieng,2013-14,Minnesota Timberwolves,NBA,1352640
Gorgui Dieng,2014-15,Minnesota Timberwolves,NBA,1413480
Gorgui Dieng,2015-16,Minnesota Timberwolves,NBA,1474440
Gorgui Dieng,2016-17,Minnesota Timberwolves,NBA,2348783
Spencer Dinwiddie,2014-15,Detroit Pistons,NBA,700000
Spencer Dinwiddie,2015-16,Detroit Pistons,NBA,845059
Spencer Dinwiddie,2016-17,Detroit Pistons,NBA,980431
Ike Diogu,2005-06,Golden State Warriors,NBA,1988160
Ike Diogu,2006-07,Indiana Pacers,NBA,2137200
Ike Diogu,2007-08,Indiana Pacers,NBA,2286360
Ike Diogu,2008-09,Sacramento Kings,NBA,2912823
Ike Diogu,2009-10,New Orleans Hornets,NBA,884881
Ike Diogu,2010-11,Los Angeles Clippers,NBA,608772
Ike Diogu,2011-12,San Antonio Spurs,NBA,64028
Joey Dorsey,2008-09,Houston Rockets,NBA,816500
Joey Dorsey,2009-10,Sacramento Kings,NBA,881000
Joey Dorsey,2010-11,Toronto Raptors,NBA,854389
Joey Dorsey,2014-15,Houston Rockets,NBA,948163
Toney Douglas,2009-10,New York Knicks,NBA,996240
Toney Douglas,2010-11,New York Knicks,NBA,1071000
Toney Douglas,2011-12,New York Knicks,NBA,1145640
Toney Douglas,2012-13,Sacramento Kings,NBA,2067880
Toney Douglas,2013-14,Golden State Warriors,NBA,1600000
Toney Douglas,2014-15,New Orleans Pelicans,NBA,268974
Toney Douglas,2015-16,New Orleans Pelicans,NBA,1164858
Toney Douglas,2016-17,New Orleans Pelicans,NBA,1315448
Chris Douglas-Roberts,2008-09,New Jersey Nets,NBA,442411
Chris Douglas-Roberts,2009-10,New Jersey Nets,NBA,736000
Chris Douglas-Roberts,2010-11,Milwaukee Bucks,NBA,854389
Chris Douglas-Roberts,2012-13,Dallas Mavericks,NBA,72892
Chris Douglas-Roberts,2014-15,Boston Celtics,NBA,915243
Goran Dragic,2008-09,Phoenix Suns,NBA,1700000
Goran Dragic,2009-10,Phoenix Suns,NBA,1836000
Goran Dragic,2010-11,Houston Rockets,NBA,1972000
Goran Dragic,2011-12,Houston Rockets,NBA,2108000
Goran Dragic,2012-13,Phoenix Suns,NBA,7500000
Goran Dragic,2013-14,Phoenix Suns,NBA,7500000
Goran Dragic,2014-15,Miami Heat,NBA,7500000
Goran Dragic,2015-16,Miami Heat,NBA,14780000
Goran Dragic,2016-17,Miami Heat,NBA,15890000
Goran Dragic,2017-18,Miami Heat,NBA,17000000
Goran Dragic,2018-19,Miami Heat,NBA,18110000
Goran Dragic,2019-20,Miami Heat,NBA,19220000
Zoran Dragic,2014-15,Miami Heat,NBA,1962103
Larry Drew II,2014-15,Philadelphia 76ers,NBA,59686
Andre Drummond,2012-13,Detroit Pistons,NBA,2356320
Andre Drummond,2013-14,Detroit Pistons,NBA,2462400
Andre Drummond,2014-15,Detroit Pistons,NBA,2568360
Andre Drummond,2015-16,Detroit Pistons,NBA,3272091
Jared Dudley,2007-08,Charlotte Bobcats,NBA,1137000
Jared Dudley,2008-09,Phoenix Suns,NBA,1222320
Jared Dudley,2009-10,Phoenix Suns,NBA,1307640
Jared Dudley,2010-11,Phoenix Suns,NBA,2151068
Jared Dudley,2011-12,Phoenix Suns,NBA,4250000
Jared Dudley,2012-13,Phoenix Suns,NBA,4250000
Jared Dudley,2013-14,Los Angeles Clippers,NBA,4250000
Jared Dudley,2014-15,Milwaukee Bucks,NBA,4250000
Jared Dudley,2015-16,Washington Wizards,NBA,4250000
Tim Duncan,1997-98,San Antonio Spurs,NBA,2967840
Tim Duncan,1998-99,San Antonio Spurs,NBA,3413000
Tim Duncan,1999-00,San Antonio Spurs,NBA,3858240
Tim Duncan,2000-01,San Antonio Spurs,NBA,9660000
Tim Duncan,2001-02,San Antonio Spurs,NBA,10865250
Tim Duncan,2002-03,San Antonio Spurs,NBA,12072500
Tim Duncan,2003-04,San Antonio Spurs,NBA,12676125
Tim Duncan,2004-05,San Antonio Spurs,NBA,14260641
Tim Duncan,2005-06,San Antonio Spurs,NBA,15845156
Tim Duncan,2006-07,San Antonio Spurs,NBA,17429672
Tim Duncan,2007-08,San Antonio Spurs,NBA,19014188
Tim Duncan,2008-09,San Antonio Spurs,NBA,20598704
Tim Duncan,2009-10,San Antonio Spurs,NBA,22183220
Tim Duncan,2010-11,San Antonio Spurs,NBA,18700000
Tim Duncan,2011-12,San Antonio Spurs,NBA,21164619
Tim Duncan,2012-13,San Antonio Spurs,NBA,9638554
Tim Duncan,2013-14,San Antonio Spurs,NBA,10361446
Tim Duncan,2014-15,San Antonio Spurs,NBA,10000000
Tim Duncan,2015-16,San Antonio Spurs,NBA,5000000
Tim Duncan,2016-17,San Antonio Spurs,NBA,5500000
Mike Dunleavy,2002-03,Golden State Warriors,NBA,3100080
Mike Dunleavy,2003-04,Golden State Warriors,NBA,3332520
Mike Dunleavy,2004-05,Golden State Warriors,NBA,3565080
Mike Dunleavy,2005-06,Golden State Warriors,NBA,4506261
Mike Dunleavy,2006-07,Indiana Pacers,NBA,7438016
Mike Dunleavy,2007-08,Indiana Pacers,NBA,8219008
Mike Dunleavy,2008-09,Indiana Pacers,NBA,9000000
Mike Dunleavy,2009-10,Indiana Pacers,NBA,9780992
Mike Dunleavy,2010-11,Indiana Pacers,NBA,10561984
Mike Dunleavy,2011-12,Milwaukee Bucks,NBA,3750000
Mike Dunleavy,2012-13,Milwaukee Bucks,NBA,3750000
Mike Dunleavy,2013-14,Chicago Bulls,NBA,3183000
Mike Dunleavy,2014-15,Chicago Bulls,NBA,3326235
Mike Dunleavy,2015-16,Chicago Bulls,NBA,4500000
Mike Dunleavy,2016-17,Chicago Bulls,NBA,4800000
Mike Dunleavy,2017-18,Chicago Bulls,NBA,5100000
Kevin Durant,2007-08,Seattle SuperSonics,NBA,4171200
Kevin Durant,2008-09,Oklahoma City Thunder,NBA,4484040
Kevin Durant,2009-10,Oklahoma City Thunder,NBA,4796880
Kevin Durant,2010-11,Oklahoma City Thunder,NBA,6053663
Kevin Durant,2011-12,Oklahoma City Thunder,NBA,15506632
Kevin Durant,2012-13,Oklahoma City Thunder,NBA,16669630
Kevin Durant,2013-14,Oklahoma City Thunder,NBA,17832627
Kevin Durant,2014-15,Oklahoma City Thunder,NBA,18995624
Kevin Durant,2015-16,Oklahoma City Thunder,NBA,20158622
Cleanthony Early,2014-15,New York Knicks,NBA,507336
Cleanthony Early,2015-16,New York Knicks,NBA,845059
Devin Ebanks,2010-11,Los Angeles Lakers,NBA,473604
Devin Ebanks,2011-12,Los Angeles Lakers,NBA,762195
Devin Ebanks,2012-13,Los Angeles Lakers,NBA,1054389
Jarell Eddie,2014-15,Atlanta Hawks,NBA,29843
Jarell Eddie,2015-16,Washington Wizards,NBA,349032
Wayne Ellington,2009-10,Minnesota Timberwolves,NBA,1003560
Wayne Ellington,2010-11,Minnesota Timberwolves,NBA,1078800
Wayne Ellington,2011-12,Minnesota Timberwolves,NBA,1154040
Wayne Ellington,2012-13,Cleveland Cavaliers,NBA,2083042
Wayne Ellington,2013-14,Dallas Mavericks,NBA,2652000
Wayne Ellington,2014-15,Los Angeles Lakers,NBA,1063384
Wayne Ellington,2014-15,Sacramento Kings,NBA,923780
Wayne Ellington,2015-16,Brooklyn Nets,NBA,1500000
Wayne Ellington,2016-17,Brooklyn Nets,NBA,1500000
Monta Ellis,2005-06,Golden State Warriors,NBA,448762
Monta Ellis,2006-07,Golden State Warriors,NBA,664209
Monta Ellis,2007-08,Golden State Warriors,NBA,770610
Monta Ellis,2008-09,Golden State Warriors,NBA,11000000
Monta Ellis,2009-10,Golden State Warriors,NBA,11000000
Monta Ellis,2010-11,Golden State Warriors,NBA,11000000
Monta Ellis,2011-12,Golden State Warriors,NBA,11000000
Monta Ellis,2012-13,Milwaukee Bucks,NBA,11000000
Monta Ellis,2013-14,Dallas Mavericks,NBA,8000000
Monta Ellis,2014-15,Dallas Mavericks,NBA,8360000
Monta Ellis,2015-16,Indiana Pacers,NBA,10300000
Monta Ellis,2016-17,Indiana Pacers,NBA,10770000
Monta Ellis,2017-18,Indiana Pacers,NBA,11230000
Monta Ellis,2018-19,Indiana Pacers,NBA,11700000
Melvin Ely,2002-03,Los Angeles Clippers,NBA,1490120
Melvin Ely,2003-04,Los Angeles Clippers,NBA,1628760
Melvin Ely,2004-05,Charlotte Bobcats,NBA,1742400
Melvin Ely,2005-06,Charlotte Bobcats,NBA,2401027
Melvin Ely,2006-07,San Antonio Spurs,NBA,3303813
Melvin Ely,2007-08,New Orleans Hornets,NBA,895341
Melvin Ely,2008-09,New Orleans Hornets,NBA,998398
Melvin Ely,2010-11,Denver Nuggets,NBA,1223166
Kim English,2012-13,Detroit Pistons,NBA,473604
James Ennis,2014-15,Miami Heat,NBA,507336
James Ennis,2015-16,Memphis Grizzlies,NBA,845059
James Ennis,2016-17,Memphis Grizzlies,NBA,980431
Tyler Ennis,2014-15,Milwaukee Bucks,NBA,1590720
Tyler Ennis,2015-16,Milwaukee Bucks,NBA,1662360
Tyler Ennis,2016-17,Milwaukee Bucks,NBA,1733880
Tyler Ennis,2017-18,Milwaukee Bucks,NBA,2666707
Jeremy Evans,2010-11,Utah Jazz,NBA,473604
Jeremy Evans,2011-12,Utah Jazz,NBA,762195
Jeremy Evans,2012-13,Utah Jazz,NBA,1794872
Jeremy Evans,2013-14,Utah Jazz,NBA,1660257
Jeremy Evans,2014-15,Utah Jazz,NBA,1794871
Jeremy Evans,2015-16,Dallas Mavericks,NBA,1100602
Jeremy Evans,2016-17,Dallas Mavericks,NBA,1227286
Reggie Evans,2002-03,Seattle SuperSonics,NBA,349458
Reggie Evans,2003-04,Seattle SuperSonics,NBA,700000
Reggie Evans,2004-05,Seattle SuperSonics,NBA,880000
Reggie Evans,2005-06,Seattle SuperSonics,NBA,1100000
Reggie Evans,2006-07,Denver Nuggets,NBA,4000000
Reggie Evans,2007-08,Philadelphia 76ers,NBA,4320000
Reggie Evans,2008-09,Philadelphia 76ers,NBA,4640000
Reggie Evans,2009-10,Toronto Raptors,NBA,4960000
Reggie Evans,2010-11,Toronto Raptors,NBA,5080000
Reggie Evans,2011-12,Los Angeles Clippers,NBA,1229255
Reggie Evans,2012-13,Brooklyn Nets,NBA,1622617
Reggie Evans,2013-14,Brooklyn Nets,NBA,1695635
Reggie Evans,2014-15,Sacramento Kings,NBA,1768653
Tyreke Evans,2009-10,Sacramento Kings,NBA,3610080
Tyreke Evans,2010-11,Sacramento Kings,NBA,3880920
Tyreke Evans,2011-12,Sacramento Kings,NBA,4151640
Tyreke Evans,2012-13,Sacramento Kings,NBA,5251825
Tyreke Evans,2013-14,New Orleans Pelicans,NBA,10300000
Tyreke Evans,2014-15,New Orleans Pelicans,NBA,10763500
Tyreke Evans,2015-16,New Orleans Pelicans,NBA,11227000
Tyreke Evans,2016-17,New Orleans Pelicans,NBA,11690500
Dante Exum,2014-15,Utah Jazz,NBA,3615000
Dante Exum,2015-16,Utah Jazz,NBA,3777720
Dante Exum,2016-17,Utah Jazz,NBA,3940320
Dante Exum,2017-18,Utah Jazz,NBA,4992385
Festus Ezeli,2012-13,Golden State Warriors,NBA,1020960
Festus Ezeli,2013-14,Golden State Warriors,NBA,1066920
Festus Ezeli,2014-15,Golden State Warriors,NBA,1112880
Festus Ezeli,2015-16,Golden State Warriors,NBA,2008748
Kenneth Faried,2011-12,Denver Nuggets,NBA,1254720
Kenneth Faried,2012-13,Denver Nuggets,NBA,1348800
Kenneth Faried,2013-14,Denver Nuggets,NBA,1367640
Kenneth Faried,2014-15,Denver Nuggets,NBA,2249768
Kenneth Faried,2015-16,Denver Nuggets,NBA,11235955
Kenneth Faried,2016-17,Denver Nuggets,NBA,12078652
Kenneth Faried,2017-18,Denver Nuggets,NBA,12921348
Kenneth Faried,2018-19,Denver Nuggets,NBA,13764045
Jordan Farmar,2006-07,Los Angeles Lakers,NBA,939120
Jordan Farmar,2007-08,Los Angeles Lakers,NBA,1009560
Jordan Farmar,2008-09,Los Angeles Lakers,NBA,1080000
Jordan Farmar,2009-10,Los Angeles Lakers,NBA,1947240
Jordan Farmar,2010-11,New Jersey Nets,NBA,3750000
Jordan Farmar,2011-12,New Jersey Nets,NBA,4000000
Jordan Farmar,2012-13,Atlanta Hawks,NBA,1500000
Jordan Farmar,2013-14,Los Angeles Lakers,NBA,1106941
Jordan Farmar,2014-15,Los Angeles Clippers,NBA,2077000
Vitor Faverani,2014-15,Boston Celtics,NBA,2090000
Derrick Favors,2010-11,Utah Jazz,NBA,4133280
Derrick Favors,2011-12,Utah Jazz,NBA,4443360
Derrick Favors,2012-13,Utah Jazz,NBA,4753320
Derrick Favors,2013-14,Utah Jazz,NBA,6008196
Derrick Favors,2014-15,Utah Jazz,NBA,12833333
Derrick Favors,2015-16,Utah Jazz,NBA,11933333
Derrick Favors,2016-17,Utah Jazz,NBA,10983333
Derrick Favors,2017-18,Utah Jazz,NBA,11933333
Cristiano Felicio,2015-16,Chicago Bulls,NBA,525090
Cristiano Felicio,2016-17,Chicago Bulls,NBA,874600
Carrick Felix,2014-15,Utah Jazz,NBA,816482
Raymond Felton,2005-06,Charlotte Bobcats,NBA,2847360
Raymond Felton,2006-07,Charlotte Bobcats,NBA,3060840
Raymond Felton,2007-08,Charlotte Bobcats,NBA,3274440
Raymond Felton,2008-09,Charlotte Bobcats,NBA,4148716
Raymond Felton,2009-10,Charlotte Bobcats,NBA,5501196
Raymond Felton,2010-11,Denver Nuggets,NBA,7500000
Raymond Felton,2011-12,Portland Trail Blazers,NBA,7560000
Raymond Felton,2012-13,New York Knicks,NBA,3480453
Raymond Felton,2013-14,New York Knicks,NBA,3637073
Raymond Felton,2014-15,Dallas Mavericks,NBA,3793693
Raymond Felton,2015-16,Dallas Mavericks,NBA,3950313
Kyrylo Fesenko,2007-08,Utah Jazz,NBA,750000
Kyrylo Fesenko,2008-09,Utah Jazz,NBA,810000
Kyrylo Fesenko,2009-10,Utah Jazz,NBA,870000
Kyrylo Fesenko,2010-11,Utah Jazz,NBA,1087500
Landry Fields,2010-11,New York Knicks,NBA,473604
Landry Fields,2011-12,New York Knicks,NBA,762195
Landry Fields,2012-13,Toronto Raptors,NBA,6250000
Landry Fields,2013-14,Toronto Raptors,NBA,6250000
Landry Fields,2014-15,Toronto Raptors,NBA,6250000
Gary Forbes,2010-11,Denver Nuggets,NBA,473604
Gary Forbes,2011-12,Toronto Raptors,NBA,1500000
Gary Forbes,2012-13,Houston Rockets,NBA,1500000
Evan Fournier,2012-13,Denver Nuggets,NBA,1361400
Evan Fournier,2013-14,Denver Nuggets,NBA,1422720
Evan Fournier,2014-15,Orlando Magic,NBA,1483920
Evan Fournier,2015-16,Orlando Magic,NBA,2288205
Randy Foye,2006-07,Minnesota Timberwolves,NBA,2448240
Randy Foye,2007-08,Minnesota Timberwolves,NBA,2631840
Randy Foye,2008-09,Minnesota Timberwolves,NBA,2815560
Randy Foye,2009-10,Washington Wizards,NBA,3575761
Randy Foye,2010-11,Los Angeles Clippers,NBA,4250000
Randy Foye,2011-12,Los Angeles Clippers,NBA,4250000
Randy Foye,2012-13,Utah Jazz,NBA,2500000
Randy Foye,2013-14,Denver Nuggets,NBA,3000000
Randy Foye,2014-15,Denver Nuggets,NBA,3135000
Randy Foye,2015-16,Denver Nuggets,NBA,3270000
Jamaal Franklin,2014-15,Memphis Grizzlies,NBA,163296
Jamaal Franklin,2014-15,Denver Nuggets,NBA,19914
Tim Frazier,2014-15,Philadelphia 76ers,NBA,59686
Tim Frazier,2014-15,Portland Trail Blazers,NBA,50734
Tim Frazier,2015-16,Portland Trail Blazers,NBA,845059
Jimmer Fredette,2011-12,Sacramento Kings,NBA,2238360
Jimmer Fredette,2012-13,Sacramento Kings,NBA,2406240
Jimmer Fredette,2013-14,Sacramento Kings,NBA,2439840
Jimmer Fredette,2014-15,New Orleans Pelicans,NBA,948163
Jimmer Fredette,2015-16,New Orleans Pelicans,NBA,54812
Joel Freeland,2012-13,Portland Trail Blazers,NBA,3013512
Joel Freeland,2013-14,Portland Trail Blazers,NBA,2897976
Joel Freeland,2014-15,Portland Trail Blazers,NBA,3013512
Channing Frye,2005-06,New York Knicks,NBA,2162880
Channing Frye,2006-07,New York Knicks,NBA,2325000
Channing Frye,2007-08,Portland Trail Blazers,NBA,2487240
Channing Frye,2008-09,Portland Trail Blazers,NBA,3163769
Channing Frye,2009-10,Phoenix Suns,NBA,2000000
Channing Frye,2010-11,Phoenix Suns,NBA,5200000
Channing Frye,2011-12,Phoenix Suns,NBA,5600000
Channing Frye,2012-13,Phoenix Suns,NBA,6000000
Channing Frye,2013-14,Phoenix Suns,NBA,6400000
Channing Frye,2014-15,Orlando Magic,NBA,8175476
Channing Frye,2015-16,Orlando Magic,NBA,7807579
Channing Frye,2016-17,Orlando Magic,NBA,7456238
Dan Gadzuric,2002-03,Milwaukee Bucks,NBA,349458
Dan Gadzuric,2003-04,Milwaukee Bucks,NBA,563679
Dan Gadzuric,2004-05,Milwaukee Bucks,NBA,695046
Dan Gadzuric,2005-06,Milwaukee Bucks,NBA,4750000
Dan Gadzuric,2006-07,Milwaukee Bucks,NBA,5252065
Dan Gadzuric,2007-08,Milwaukee Bucks,NBA,5751130
Dan Gadzuric,2008-09,Milwaukee Bucks,NBA,6250195
Dan Gadzuric,2009-10,Milwaukee Bucks,NBA,6749260
Dan Gadzuric,2010-11,New Jersey Nets,NBA,7248325
Danilo Gallinari,2008-09,New York Knicks,NBA,2873520
Danilo Gallinari,2009-10,New York Knicks,NBA,3089040
Danilo Gallinari,2010-11,Denver Nuggets,NBA,3304560
Danilo Gallinari,2011-12,Denver Nuggets,NBA,4190182
Danilo Gallinari,2012-13,Denver Nuggets,NBA,9439000
Danilo Gallinari,2013-14,Denver Nuggets,NBA,10146925
Danilo Gallinari,2014-15,Denver Nuggets,NBA,10854850
